Item#,TaskId,Hash,Type,MethodName,Message,StackTrace,Time,AllMessage
"143","00000000-0000-0000-0000-000000000000","0ebfc813","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"144","00000000-0000-0000-0000-000000000000","bc84fbb0","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()"
"145","00000000-0000-0000-0000-000000000000","0ebfc813","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"146","00000000-0000-0000-0000-000000000000","0ebfc813","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"147","00000000-0000-0000-0000-000000000000","bc84fbb0","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()"
"148","00000000-0000-0000-0000-000000000000","0ebfc813","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"149","00000000-0000-0000-0000-000000000000","0ebfc813","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException","WrapExceptions(Action logicToRetry)","Web Issue when doing SP Query","   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:09 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPNotFoundException: Web Issue when doing SP Query ---> Microsoft.SharePoint.Client.ServerException: File Not Found.\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponseStream(Stream responseStream)\r\n   at Microsoft.SharePoint.Client.ClientRequest.ProcessResponse()\r\n   at Microsoft.SharePoint.Client.ClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.WrapExceptions(Action logicToRetry)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPOnlineClientContext.ExecuteQuery()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.MigSPClientContext.RunWithRetry(Action logicToRetry, Int32 retryCount, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"150","00000000-0000-0000-0000-000000000000","8280f04e","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:31 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException ---> System.Net.WebException: The remote server returned an error: (403) Forbidden.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"151","00000000-0000-0000-0000-000000000000","8280f04e","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:32 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException ---> System.Net.WebException: The remote server returned an error: (403) Forbidden.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
"152","00000000-0000-0000-0000-000000000000","8280f04e","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException","Create(WebException e)","","   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)","10/26/2018 10:03:32 AM","Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebCredentialException ---> System.Net.WebException: The remote server returned an error: (403) Forbidden.\r\n   at System.Net.HttpWebRequest.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   --- End of inner exception stack trace ---\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Web.WebExceptionBase.Create(WebException e)\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.Net.HttpWebRequestProxy.GetResponse()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.SharePoint.SiteAuthChecker.<>c__DisplayClass1c.<Is404Page>b__1a()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.<>c__DisplayClass15.<RunWithRetry>b__14()\r\n   at Microsoft.SharePoint.MigrationTool.MigrationLib.Common.MIGUtilities.RunWithRetry[T](Func`1 logicToRetry, Int32 retryCount, Int64 timeOutSeconds, Int32 retryIntervalMiliSeconds, String errorMessage, Type[] retryExceptionTypes, Type[] nonRetryExceptionTypes)"
